order_id,orderDate,customer_id,Resturant_ID,Fooditem,quantity,deliver_status,payment_method
255552,05-03-2022,4,212,2145,5,Delivered,UPI
255553,05-03-2022,20,214,2154,4,Delivered,UPI
255554,05-03-2022,4,212,2147,7,Delivered,UPI
255555,05-03-2022,27,211,2142,8,Delivered,COD
255556,05-03-2022,25,216,2161,4,Delivered,Card
255557,05-03-2022,25,212,2145,2,Delivered,UPI
255558,05-03-2022,4,213,2149,3,Delivered,UPI
255559,05-03-2022,1,213,2150,1,Delivered,UPI
255560,05-03-2022,16,217,2165,8,Delivered,COD
255561,05-03-2022,25,214,2152,9,Delivered,UPI
255562,06-03-2022,25,216,2161,4,Delivered,COD
255563,06-03-2022,14,217,2165,6,Delivered,UPI
255564,06-03-2022,15,211,2142,3,Delivered,COD
255565,06-03-2022,8,216,2160,8,Delivered,UPI
255566,06-03-2022,13,211,2142,1,Delivered,UPI
255567,06-03-2022,23,212,2145,6,Delivered,UPI
255568,06-03-2022,4,211,2141,9,Delivered,COD
255569,06-03-2022,29,213,2148,4,Delivered,UPI
255570,06-03-2022,9,216,2160,4,Delivered,UPI
255571,06-03-2022,27,212,2147,2,Delivered,UPI
255572,06-03-2022,17,212,2147,10,Delivered,COD
255573,06-03-2022,4,212,2147,10,Delivered,UPI
255574,06-03-2022,25,211,2142,8,Delivered,UPI
255575,06-03-2022,18,211,2142,8,Delivered,UPI
255576,06-03-2022,8,211,2142,9,Cancelled,UPI
255577,06-03-2022,28,211,2143,1,Cancelled,UPI
255578,06-03-2022,20,213,2148,5,Delivered,UPI
255579,06-03-2022,21,217,2167,1,Delivered,UPI
255580,07-03-2022,25,211,2142,8,Delivered,UPI
255581,07-03-2022,25,216,2160,2,Delivered,UPI
255582,07-03-2022,29,213,2149,9,Delivered,COD
255583,07-03-2022,4,214,2154,3,Delivered,COD
255584,07-03-2022,4,211,2141,6,Delivered,UPI
255585,07-03-2022,5,212,2147,2,Delivered,UPI
255586,07-03-2022,2,216,2161,6,Delivered,COD
255587,07-03-2022,25,213,2149,8,Delivered,UPI
255588,07-03-2022,6,213,2148,5,Cancelled,UPI
255589,07-03-2022,8,211,2142,7,Delivered,COD
255590,07-03-2022,23,214,2151,7,Delivered,COD
255591,07-03-2022,12,212,2145,8,Delivered,COD
255592,07-03-2022,27,211,2141,8,Delivered,UPI
255593,07-03-2022,22,214,2155,10,Delivered,UPI
255594,07-03-2022,22,213,2148,6,Delivered,Card
255595,07-03-2022,24,213,2148,9,Delivered,UPI
255596,07-03-2022,17,211,2142,8,Delivered,COD
255597,07-03-2022,5,214,2151,10,Delivered,Card
255598,07-03-2022,25,213,2150,1,Delivered,COD
255599,07-03-2022,10,216,2161,4,Delivered,UPI
255600,07-03-2022,24,214,2154,6,Delivered,UPI
255601,07-03-2022,20,212,2147,1,Cancelled,UPI
255602,07-03-2022,4,213,2148,8,Delivered,UPI
255603,07-03-2022,15,211,2141,10,Delivered,COD
255604,07-03-2022,20,214,2151,10,Delivered,COD
255605,07-03-2022,19,212,2145,6,Delivered,UPI
255606,07-03-2022,4,217,2164,2,Delivered,UPI
255607,07-03-2022,25,212,2147,6,Delivered,UPI
255608,07-03-2022,25,217,2167,6,Delivered,Card
255609,08-03-2022,17,212,2147,2,Cancelled,UPI
255610,08-03-2022,13,212,2147,2,Delivered,Card
255611,08-03-2022,4,213,2149,1,Delivered,UPI
255612,08-03-2022,30,212,2147,2,Delivered,Card
255613,09-03-2022,21,214,2155,5,Delivered,UPI
255614,09-03-2022,4,217,2166,2,Delivered,UPI
255615,09-03-2022,20,216,2163,10,Delivered,UPI
255616,09-03-2022,26,211,2142,3,Delivered,COD
255617,09-03-2022,19,212,2145,8,Delivered,COD
255618,09-03-2022,25,214,2152,3,Delivered,UPI
255619,09-03-2022,15,211,2142,10,Delivered,COD
255620,09-03-2022,14,213,2149,7,Delivered,UPI
255621,09-03-2022,8,211,2141,7,Delivered,COD
255622,09-03-2022,6,216,2160,3,Delivered,UPI
255623,09-03-2022,15,212,2146,8,Delivered,Card
255624,09-03-2022,9,211,2141,6,Cancelled,COD
255625,09-03-2022,25,216,2161,1,Delivered,UPI
255626,09-03-2022,8,211,2142,9,Delivered,COD
255627,09-03-2022,1,211,2143,2,Delivered,UPI
255628,09-03-2022,17,212,2147,5,Delivered,UPI
255629,09-03-2022,27,214,2154,8,Delivered,COD
255630,09-03-2022,4,211,2141,9,Delivered,UPI
255631,09-03-2022,20,214,2155,7,Delivered,COD
255632,09-03-2022,25,214,2154,9,Delivered,UPI
255633,09-03-2022,17,211,2142,1,Delivered,UPI
255634,09-03-2022,30,211,2142,1,Delivered,UPI
255635,09-03-2022,22,213,2148,10,Delivered,UPI
255636,09-03-2022,14,213,2148,6,Cancelled,UPI
255637,09-03-2022,25,211,2142,9,Delivered,UPI
255638,09-03-2022,13,212,2147,2,Delivered,UPI
255639,09-03-2022,14,211,2141,7,Delivered,UPI
255640,09-03-2022,25,214,2151,9,Delivered,UPI
255641,10-03-2022,3,211,2142,1,Delivered,UPI
255642,10-03-2022,13,216,2163,1,Delivered,COD
255643,10-03-2022,8,211,2141,7,Delivered,COD
255644,10-03-2022,2,212,2147,4,Cancelled,COD
255645,10-03-2022,16,211,2142,2,Delivered,UPI
255646,10-03-2022,4,214,2154,6,Delivered,COD
255647,11-03-2022,30,213,2148,6,Delivered,UPI
255648,11-03-2022,7,214,2151,7,Delivered,UPI
255649,11-03-2022,25,211,2142,9,Delivered,UPI
255650,11-03-2022,30,211,2142,10,Delivered,UPI
255651,11-03-2022,25,214,2154,2,Delivered,COD
255652,11-03-2022,13,212,2147,5,Delivered,UPI
255653,11-03-2022,4,213,2149,4,Delivered,UPI
255654,11-03-2022,13,211,2142,7,Delivered,UPI
255655,11-03-2022,5,212,2146,7,Delivered,UPI
255656,11-03-2022,12,211,2142,3,Delivered,COD
255657,11-03-2022,3,213,2150,6,Delivered,COD
255658,11-03-2022,2,211,2141,2,Delivered,UPI
255659,11-03-2022,6,216,2161,10,Delivered,UPI
255660,11-03-2022,5,212,2147,3,Delivered,UPI
255661,12-03-2022,20,212,2147,4,Delivered,UPI
255662,12-03-2022,10,212,2145,3,Delivered,COD
255663,12-03-2022,4,214,2155,6,Delivered,UPI
255664,12-03-2022,15,212,2146,6,Delivered,UPI
255665,12-03-2022,25,212,2147,7,Delivered,UPI
255666,12-03-2022,4,214,2155,6,Delivered,COD
255667,12-03-2022,6,214,2154,7,Delivered,COD
255668,12-03-2022,22,217,2164,5,Delivered,UPI
255669,12-03-2022,28,211,2142,9,Delivered,COD
255670,12-03-2022,19,214,2152,4,Delivered,UPI
255671,12-03-2022,25,213,2149,6,Delivered,COD
255672,12-03-2022,22,211,2141,6,Delivered,UPI
255673,12-03-2022,12,216,2160,8,Delivered,COD
255674,12-03-2022,20,211,2143,9,Delivered,COD
255675,13-03-2022,29,214,2152,2,Delivered,UPI
255676,13-03-2022,10,216,2163,7,Delivered,UPI
255677,13-03-2022,4,214,2151,5,Delivered,COD
255678,13-03-2022,25,216,2162,2,Delivered,COD
255679,13-03-2022,6,211,2142,9,Delivered,UPI
255680,13-03-2022,25,211,2141,8,Delivered,UPI
255681,13-03-2022,1,211,2142,5,Delivered,COD
255682,13-03-2022,25,211,2142,1,Delivered,COD
255683,13-03-2022,3,212,2147,7,Delivered,UPI
255684,13-03-2022,20,211,2141,7,Delivered,COD
255685,13-03-2022,10,212,2147,6,Delivered,COD
255686,13-03-2022,30,211,2141,6,Delivered,Card
255687,13-03-2022,12,211,2144,8,Delivered,Card
255688,13-03-2022,12,217,2165,1,Cancelled,UPI
255689,13-03-2022,28,211,2142,6,Cancelled,UPI
255690,13-03-2022,18,213,2150,4,Delivered,UPI
255691,13-03-2022,25,212,2145,5,Delivered,UPI
255692,13-03-2022,25,213,2149,1,Delivered,UPI
255693,13-03-2022,4,214,2153,4,Delivered,Card
255694,13-03-2022,25,213,2150,5,Delivered,COD
255695,13-03-2022,4,211,2143,10,Delivered,Card
255696,13-03-2022,14,211,2142,5,Delivered,COD
255697,13-03-2022,28,214,2154,4,Delivered,UPI
255698,13-03-2022,7,211,2143,10,Delivered,UPI
255699,13-03-2022,4,211,2142,2,Delivered,Card
255700,13-03-2022,15,217,2164,1,Delivered,UPI
255701,13-03-2022,12,211,2144,2,Delivered,UPI
255702,13-03-2022,25,212,2147,9,Delivered,COD
255703,13-03-2022,23,216,2163,3,Delivered,COD
255704,13-03-2022,14,212,2147,8,Delivered,UPI
255705,13-03-2022,13,211,2142,3,Delivered,UPI
255706,14-03-2022,17,212,2147,6,Delivered,UPI
255707,14-03-2022,12,212,2147,1,Delivered,UPI
255708,14-03-2022,4,213,2150,3,Delivered,UPI
255709,14-03-2022,25,211,2144,5,Delivered,UPI
255710,14-03-2022,25,213,2150,10,Delivered,Card
255711,14-03-2022,24,211,2142,2,Delivered,UPI
255712,14-03-2022,5,214,2154,5,Delivered,UPI
255713,14-03-2022,23,214,2151,8,Delivered,UPI
255714,14-03-2022,7,211,2141,4,Delivered,UPI
255715,14-03-2022,26,211,2142,5,Delivered,UPI
255716,14-03-2022,25,212,2145,5,Delivered,Card
255717,14-03-2022,15,212,2145,3,Delivered,COD
255718,14-03-2022,24,211,2141,5,Delivered,UPI
255719,14-03-2022,8,213,2149,2,Delivered,COD
255720,14-03-2022,2,214,2151,5,Cancelled,COD
255721,14-03-2022,9,212,2145,2,Delivered,UPI
255722,14-03-2022,21,216,2160,3,Delivered,UPI
255723,14-03-2022,4,212,2147,1,Delivered,UPI
255724,14-03-2022,12,211,2141,6,Delivered,UPI
255725,14-03-2022,28,211,2141,1,Delivered,COD
255726,14-03-2022,5,213,2148,2,Delivered,UPI
255727,14-03-2022,26,216,2162,2,Delivered,UPI
255728,14-03-2022,21,212,2145,3,Delivered,COD
255729,14-03-2022,22,213,2150,3,Delivered,Card
255730,14-03-2022,5,217,2166,7,Delivered,UPI
255731,14-03-2022,4,213,2149,5,Delivered,COD
255732,14-03-2022,29,211,2142,10,Delivered,UPI
255733,14-03-2022,28,211,2141,10,Delivered,Card
255734,14-03-2022,4,211,2142,9,Delivered,UPI
255735,14-03-2022,4,211,2142,10,Delivered,UPI
255736,14-03-2022,25,216,2161,1,Delivered,UPI
255737,14-03-2022,25,212,2146,10,Delivered,Card
255738,14-03-2022,15,217,2167,1,Delivered,COD
255739,15-03-2022,18,211,2142,5,Delivered,UPI
255740,15-03-2022,4,211,2143,5,Delivered,UPI
255741,15-03-2022,12,212,2147,1,Delivered,UPI
255742,15-03-2022,25,211,2143,7,Delivered,Card
255743,15-03-2022,2,217,2166,10,Delivered,COD
255744,15-03-2022,9,217,2165,6,Delivered,COD
255745,15-03-2022,25,211,2142,7,Delivered,COD
255746,15-03-2022,5,216,2160,7,Delivered,UPI
255747,15-03-2022,4,211,2141,1,Delivered,COD
255748,15-03-2022,25,212,2147,8,Delivered,UPI
255749,15-03-2022,4,212,2147,9,Delivered,UPI
255750,15-03-2022,13,212,2145,3,Delivered,UPI
255751,15-03-2022,4,217,2165,6,Delivered,UPI
255752,15-03-2022,20,212,2146,2,Delivered,COD
255753,15-03-2022,13,211,2142,4,Delivered,UPI
255754,15-03-2022,23,211,2142,5,Delivered,UPI
255755,15-03-2022,17,217,2167,1,Delivered,COD
255756,15-03-2022,13,211,2142,7,Delivered,UPI
255757,15-03-2022,14,212,2147,9,Delivered,UPI
255758,15-03-2022,4,217,2165,7,Delivered,UPI
255759,15-03-2022,24,211,2143,1,Delivered,UPI
255760,15-03-2022,25,214,2151,2,Delivered,UPI
255761,15-03-2022,4,211,2142,2,Delivered,UPI
255762,15-03-2022,18,211,2142,5,Delivered,Card
255763,15-03-2022,16,211,2141,3,Delivered,UPI
255764,15-03-2022,8,213,2148,7,Delivered,UPI
255765,15-03-2022,4,212,2145,5,Delivered,UPI
255766,15-03-2022,30,212,2147,5,Delivered,COD
255767,15-03-2022,4,214,2151,4,Delivered,UPI
255768,15-03-2022,4,212,2147,9,Delivered,UPI
255769,15-03-2022,25,212,2145,5,Delivered,UPI
255770,15-03-2022,3,211,2142,1,Delivered,Card
255771,15-03-2022,7,213,2148,4,Delivered,UPI
255772,15-03-2022,24,213,2149,5,Delivered,Card
255773,15-03-2022,25,212,2147,7,Delivered,Card
255774,15-03-2022,12,213,2148,10,Delivered,UPI
255775,15-03-2022,4,212,2146,6,Delivered,COD
255776,15-03-2022,9,212,2147,9,Delivered,UPI
255777,15-03-2022,4,213,2148,6,Delivered,COD
255778,15-03-2022,4,211,2142,9,Delivered,UPI
255779,16-03-2022,25,214,2151,5,Delivered,COD
255780,16-03-2022,3,211,2143,5,Delivered,UPI
255781,16-03-2022,14,216,2160,3,Delivered,UPI
255782,16-03-2022,1,217,2165,5,Delivered,UPI
255783,16-03-2022,23,212,2146,5,Delivered,COD
255784,16-03-2022,13,217,2165,2,Delivered,COD
255785,16-03-2022,15,217,2167,10,Delivered,COD
255786,16-03-2022,25,212,2145,5,Delivered,UPI
255787,16-03-2022,9,211,2144,10,Delivered,COD
255788,16-03-2022,4,214,2154,4,Delivered,UPI
255789,16-03-2022,6,211,2144,5,Delivered,UPI
255790,16-03-2022,4,214,2155,10,Delivered,UPI
255791,16-03-2022,4,214,2153,4,Delivered,COD
255792,16-03-2022,10,214,2152,2,Delivered,UPI
255793,16-03-2022,4,217,2165,10,Delivered,UPI
255794,16-03-2022,7,212,2145,2,Delivered,UPI
255795,16-03-2022,17,216,2162,5,Delivered,UPI
255796,16-03-2022,29,212,2147,6,Delivered,Card
255797,16-03-2022,9,211,2143,6,Delivered,COD
255798,16-03-2022,15,214,2153,2,Delivered,UPI
255799,16-03-2022,25,217,2164,1,Delivered,UPI
255800,16-03-2022,5,212,2145,6,Delivered,UPI
255801,16-03-2022,16,212,2147,5,Delivered,COD
255802,16-03-2022,4,211,2142,4,Delivered,COD
255803,16-03-2022,22,212,2145,9,Delivered,UPI
255804,16-03-2022,4,214,2155,5,Delivered,Card
255805,16-03-2022,25,211,2142,6,Delivered,COD
255806,16-03-2022,15,212,2145,10,Delivered,UPI
255807,16-03-2022,7,213,2149,9,Delivered,UPI
255808,16-03-2022,4,213,2148,6,Delivered,UPI
255809,16-03-2022,4,213,2150,3,Delivered,UPI
255810,17-03-2022,1,212,2147,3,Delivered,UPI
255811,17-03-2022,22,212,2147,9,Delivered,UPI
255812,17-03-2022,24,213,2148,8,Delivered,COD
255813,17-03-2022,13,211,2142,2,Delivered,UPI
255814,17-03-2022,3,214,2155,9,Delivered,UPI
255815,17-03-2022,25,216,2160,8,Delivered,UPI
255816,17-03-2022,28,211,2141,2,Delivered,COD
255817,17-03-2022,4,212,2147,1,Delivered,UPI
255818,17-03-2022,8,212,2145,5,Delivered,UPI
255819,17-03-2022,4,212,2147,6,Delivered,UPI
255820,17-03-2022,5,212,2145,5,Delivered,UPI
255821,17-03-2022,4,211,2144,7,Delivered,UPI
255822,17-03-2022,30,214,2155,6,Delivered,COD
255823,17-03-2022,30,214,2151,3,Delivered,UPI
255824,17-03-2022,16,213,2148,1,Delivered,UPI
255825,17-03-2022,25,214,2154,6,Cancelled,UPI
255826,17-03-2022,12,212,2147,8,Delivered,Card
255827,17-03-2022,25,211,2143,1,Delivered,COD
255828,17-03-2022,25,212,2146,3,Delivered,COD
255829,17-03-2022,4,214,2152,5,Delivered,UPI
255830,17-03-2022,25,212,2147,9,Delivered,UPI
255831,17-03-2022,20,211,2142,3,Delivered,UPI
255832,17-03-2022,25,211,2141,7,Delivered,UPI
255833,17-03-2022,25,217,2164,3,Delivered,UPI
255834,17-03-2022,13,211,2142,4,Delivered,COD
255835,17-03-2022,26,212,2147,4,Delivered,COD
255836,17-03-2022,25,212,2147,1,Cancelled,UPI
255837,17-03-2022,22,211,2141,7,Delivered,COD
255838,17-03-2022,25,212,2145,9,Delivered,UPI
255839,17-03-2022,29,213,2148,1,Delivered,COD
255840,17-03-2022,5,211,2142,9,Delivered,UPI
255841,18-03-2022,25,212,2147,7,Cancelled,UPI
255842,18-03-2022,12,217,2164,9,Delivered,UPI
255843,18-03-2022,2,216,2160,7,Delivered,COD
255844,18-03-2022,4,213,2150,5,Delivered,Card
255845,18-03-2022,12,213,2148,3,Delivered,Card
255846,18-03-2022,6,212,2146,3,Delivered,UPI
255847,18-03-2022,4,211,2142,10,Delivered,COD
255848,18-03-2022,25,211,2143,10,Delivered,UPI
255849,18-03-2022,20,213,2149,2,Delivered,UPI
255850,18-03-2022,15,212,2147,9,Delivered,UPI
255851,18-03-2022,12,217,2165,10,Delivered,UPI
255852,18-03-2022,6,213,2149,7,Delivered,COD
255853,19-03-2022,25,214,2152,2,Delivered,UPI
255854,19-03-2022,12,211,2142,3,Cancelled,UPI
255855,19-03-2022,4,216,2163,2,Delivered,UPI
255856,19-03-2022,4,212,2145,9,Delivered,UPI
255857,19-03-2022,25,213,2150,6,Delivered,COD
255858,19-03-2022,9,212,2147,7,Delivered,UPI
255859,19-03-2022,25,212,2147,9,Delivered,UPI
255860,19-03-2022,2,212,2145,7,Delivered,UPI
255861,19-03-2022,25,211,2142,8,Delivered,UPI
255862,19-03-2022,3,211,2142,4,Delivered,COD
255863,19-03-2022,15,213,2150,4,Delivered,Card
255864,19-03-2022,15,211,2142,9,Delivered,UPI
255865,19-03-2022,23,211,2142,6,Delivered,Card
255866,19-03-2022,19,214,2154,3,Delivered,UPI
255867,19-03-2022,8,213,2148,4,Cancelled,UPI
255868,19-03-2022,29,216,2161,6,Delivered,UPI
255869,19-03-2022,13,212,2147,3,Delivered,COD
255870,19-03-2022,21,211,2141,5,Delivered,UPI
255871,19-03-2022,4,214,2154,8,Delivered,UPI
255872,19-03-2022,4,212,2145,1,Delivered,COD
255873,19-03-2022,28,217,2164,8,Delivered,UPI
255874,19-03-2022,4,212,2146,4,Delivered,COD
255875,19-03-2022,16,212,2145,6,Delivered,COD
255876,19-03-2022,4,212,2147,3,Delivered,COD
255877,19-03-2022,25,211,2143,5,Delivered,UPI
255878,19-03-2022,27,212,2147,3,Delivered,COD
255879,19-03-2022,4,217,2165,8,Delivered,UPI
255880,19-03-2022,27,212,2147,6,Delivered,UPI
255881,19-03-2022,5,214,2153,3,Delivered,UPI
255882,20-03-2022,25,212,2145,9,Delivered,UPI
255883,20-03-2022,25,214,2155,6,Delivered,UPI
255884,20-03-2022,27,212,2145,4,Delivered,COD
255885,21-03-2022,25,217,2164,4,Delivered,Card
255886,21-03-2022,25,213,2149,8,Delivered,UPI
255887,21-03-2022,25,212,2145,4,Delivered,COD
255888,21-03-2022,4,211,2141,6,Delivered,UPI
255889,21-03-2022,27,212,2147,7,Delivered,UPI
255890,21-03-2022,19,211,2142,3,Delivered,UPI
255891,21-03-2022,19,211,2142,1,Delivered,UPI
255892,21-03-2022,25,214,2153,4,Delivered,Card
255893,21-03-2022,30,213,2148,1,Delivered,UPI
255894,21-03-2022,23,214,2155,3,Delivered,UPI
255895,21-03-2022,25,212,2145,2,Delivered,UPI
255896,21-03-2022,4,214,2155,1,Delivered,COD
255897,21-03-2022,16,213,2150,8,Delivered,UPI
255898,21-03-2022,18,212,2147,9,Delivered,UPI
255899,21-03-2022,4,211,2142,10,Delivered,UPI
255900,21-03-2022,4,212,2145,10,Delivered,COD
255901,21-03-2022,4,212,2147,3,Delivered,UPI
255902,21-03-2022,4,216,2160,1,Cancelled,UPI
255903,21-03-2022,17,212,2145,10,Cancelled,UPI
255904,21-03-2022,19,212,2145,10,Delivered,Card
255905,21-03-2022,4,214,2155,6,Delivered,UPI
255906,21-03-2022,20,212,2147,10,Delivered,COD
255907,21-03-2022,5,212,2145,1,Delivered,UPI
255908,21-03-2022,23,214,2154,9,Delivered,COD
255909,21-03-2022,21,213,2150,5,Delivered,UPI
255910,21-03-2022,25,212,2146,9,Delivered,COD
255911,21-03-2022,30,211,2142,1,Delivered,UPI
255912,21-03-2022,4,214,2153,7,Delivered,Card
255913,21-03-2022,25,214,2152,6,Delivered,COD
255914,21-03-2022,27,213,2150,8,Delivered,COD
255915,21-03-2022,22,212,2145,5,Delivered,UPI
255916,21-03-2022,4,211,2142,10,Cancelled,UPI
255917,21-03-2022,25,211,2142,2,Delivered,COD
255918,21-03-2022,21,217,2167,3,Delivered,UPI
255919,21-03-2022,25,216,2160,1,Delivered,Card
255920,21-03-2022,15,212,2145,9,Delivered,UPI
255921,21-03-2022,2,213,2148,4,Delivered,COD
255922,21-03-2022,4,214,2155,9,Delivered,UPI
255923,21-03-2022,25,211,2142,4,Delivered,UPI
255924,21-03-2022,20,214,2154,9,Delivered,UPI
255925,21-03-2022,10,212,2147,9,Delivered,COD
255926,21-03-2022,24,211,2142,5,Delivered,UPI
255927,21-03-2022,20,213,2149,5,Delivered,UPI
255928,21-03-2022,4,216,2163,4,Delivered,COD
255929,21-03-2022,26,212,2146,5,Delivered,COD
255930,21-03-2022,16,212,2145,10,Delivered,UPI
255931,21-03-2022,25,214,2155,4,Delivered,COD
255932,22-03-2022,11,214,2154,9,Delivered,UPI
255933,22-03-2022,20,212,2145,9,Delivered,UPI
255934,22-03-2022,1,216,2160,2,Delivered,UPI
255935,22-03-2022,6,214,2154,3,Delivered,COD
255936,22-03-2022,7,212,2147,4,Delivered,UPI
255937,22-03-2022,25,211,2142,1,Delivered,Card
255938,22-03-2022,12,212,2147,5,Delivered,UPI
