order_id,orderDate,customer_id,Resturant_ID,Fooditem,quantity,deliver_status,payment_method
254855,07-02-2022,30,213,2148,5,Delivered,COD
254856,07-02-2022,26,212,2147,10,Delivered,UPI
254857,07-02-2022,25,214,2155,2,Delivered,UPI
254858,07-02-2022,28,213,2149,6,Delivered,UPI
254859,07-02-2022,25,214,2155,1,Delivered,UPI
254860,07-02-2022,25,211,2141,5,Cancelled,Card
254861,07-02-2022,25,212,2145,4,Delivered,Card
254862,07-02-2022,4,211,2142,6,Delivered,UPI
254863,07-02-2022,1,211,2142,5,Delivered,UPI
254864,07-02-2022,20,211,2142,2,Delivered,UPI
254865,07-02-2022,17,212,2147,10,Delivered,COD
254866,07-02-2022,25,212,2147,5,Delivered,UPI
254867,07-02-2022,7,212,2145,6,Delivered,UPI
254868,07-02-2022,25,217,2164,7,Delivered,UPI
254869,07-02-2022,15,212,2145,4,Delivered,UPI
254870,07-02-2022,27,212,2146,10,Cancelled,UPI
254871,07-02-2022,4,213,2149,1,Delivered,COD
254872,07-02-2022,12,212,2147,6,Delivered,UPI
254873,07-02-2022,9,211,2141,9,Delivered,COD
254874,07-02-2022,23,217,2165,6,Delivered,UPI
254875,07-02-2022,23,214,2152,8,Delivered,UPI
254876,07-02-2022,20,212,2147,3,Delivered,COD
254877,08-02-2022,20,216,2161,5,Delivered,Card
254878,08-02-2022,25,212,2145,1,Delivered,COD
254879,08-02-2022,21,212,2147,10,Delivered,UPI
254880,08-02-2022,28,214,2155,1,Delivered,Card
254881,08-02-2022,4,211,2143,4,Delivered,UPI
254882,08-02-2022,1,213,2148,2,Cancelled,COD
254883,08-02-2022,17,213,2149,9,Delivered,COD
254884,08-02-2022,7,213,2149,5,Delivered,Card
254885,08-02-2022,25,212,2147,10,Delivered,UPI
254886,08-02-2022,21,213,2148,6,Cancelled,COD
254887,08-02-2022,23,213,2150,4,Delivered,UPI
254888,08-02-2022,11,211,2142,5,Delivered,UPI
254889,08-02-2022,25,217,2165,1,Delivered,UPI
254890,08-02-2022,25,213,2150,2,Delivered,UPI
254891,08-02-2022,11,213,2148,5,Cancelled,UPI
254892,08-02-2022,2,212,2147,6,Delivered,COD
254893,08-02-2022,4,211,2142,4,Delivered,UPI
254894,08-02-2022,9,213,2149,5,Delivered,UPI
254895,08-02-2022,7,217,2165,1,Delivered,COD
254896,08-02-2022,25,217,2165,8,Delivered,UPI
254897,08-02-2022,4,212,2145,2,Delivered,UPI
254898,08-02-2022,4,211,2141,9,Delivered,UPI
254899,08-02-2022,29,214,2151,9,Delivered,UPI
254900,08-02-2022,10,213,2150,8,Delivered,UPI
254901,08-02-2022,21,217,2166,6,Delivered,COD
254902,08-02-2022,19,214,2153,2,Delivered,UPI
254903,08-02-2022,28,217,2164,8,Delivered,UPI
254904,08-02-2022,25,211,2141,5,Delivered,COD
254905,08-02-2022,28,217,2165,10,Delivered,UPI
254906,08-02-2022,1,212,2147,4,Delivered,COD
254907,09-02-2022,17,211,2141,6,Delivered,Card
254908,09-02-2022,4,211,2142,5,Delivered,COD
254909,09-02-2022,15,212,2147,9,Delivered,UPI
254910,09-02-2022,3,213,2150,6,Delivered,COD
254911,09-02-2022,2,217,2166,7,Delivered,COD
254912,09-02-2022,9,211,2142,3,Delivered,UPI
254913,09-02-2022,25,213,2150,10,Delivered,COD
254914,09-02-2022,4,213,2148,6,Cancelled,UPI
254915,09-02-2022,30,214,2153,3,Delivered,UPI
254916,09-02-2022,5,214,2155,3,Delivered,UPI
254917,09-02-2022,4,212,2145,9,Delivered,COD
254918,09-02-2022,18,212,2147,5,Delivered,UPI
254919,09-02-2022,25,212,2145,8,Delivered,UPI
254920,09-02-2022,5,216,2161,1,Delivered,UPI
254921,09-02-2022,11,211,2141,7,Delivered,COD
254922,09-02-2022,4,211,2142,3,Delivered,COD
254923,09-02-2022,4,212,2145,1,Delivered,UPI
254924,09-02-2022,6,212,2147,2,Delivered,UPI
254925,09-02-2022,15,211,2142,7,Delivered,UPI
254926,09-02-2022,29,217,2165,6,Delivered,COD
254927,09-02-2022,21,212,2147,4,Delivered,Card
254928,09-02-2022,20,212,2147,10,Delivered,COD
254929,09-02-2022,28,216,2161,7,Delivered,UPI
254930,09-02-2022,7,217,2166,8,Delivered,COD
254931,09-02-2022,8,214,2154,2,Delivered,UPI
254932,09-02-2022,18,213,2150,3,Delivered,COD
254933,10-02-2022,16,213,2148,1,Delivered,COD
254934,10-02-2022,25,213,2150,1,Delivered,COD
254935,10-02-2022,25,213,2148,5,Delivered,UPI
254936,10-02-2022,24,212,2145,8,Delivered,UPI
254937,10-02-2022,15,216,2160,3,Delivered,Card
254938,10-02-2022,10,211,2141,3,Delivered,UPI
254939,10-02-2022,4,216,2161,4,Delivered,COD
254940,10-02-2022,4,211,2141,3,Delivered,UPI
254941,10-02-2022,12,212,2147,9,Delivered,UPI
254942,11-02-2022,12,213,2149,6,Delivered,COD
254943,11-02-2022,16,211,2143,1,Delivered,UPI
254944,11-02-2022,26,211,2143,9,Delivered,UPI
254945,11-02-2022,5,212,2147,3,Delivered,Card
254946,11-02-2022,9,211,2144,7,Delivered,COD
254947,11-02-2022,8,212,2147,6,Delivered,COD
254948,11-02-2022,2,212,2147,4,Delivered,UPI
254949,11-02-2022,25,214,2154,1,Delivered,COD
254950,11-02-2022,13,212,2147,8,Delivered,UPI
254951,11-02-2022,4,214,2154,1,Delivered,Card
254952,11-02-2022,25,214,2151,3,Delivered,COD
254953,11-02-2022,30,211,2142,8,Delivered,COD
254954,11-02-2022,29,211,2144,10,Delivered,UPI
254955,11-02-2022,5,211,2141,9,Delivered,COD
254956,11-02-2022,23,212,2147,5,Delivered,Card
254957,11-02-2022,21,211,2144,5,Delivered,UPI
254958,11-02-2022,25,214,2154,8,Delivered,UPI
254959,11-02-2022,21,212,2147,2,Delivered,UPI
254960,11-02-2022,4,216,2163,2,Delivered,UPI
254961,11-02-2022,25,217,2164,6,Delivered,UPI
254962,11-02-2022,22,211,2142,6,Delivered,UPI
254963,11-02-2022,25,214,2154,3,Delivered,UPI
254964,11-02-2022,7,212,2147,1,Delivered,UPI
254965,11-02-2022,22,211,2141,1,Delivered,UPI
254966,11-02-2022,25,212,2147,7,Delivered,UPI
254967,11-02-2022,29,217,2165,9,Delivered,UPI
254968,11-02-2022,19,211,2143,1,Delivered,UPI
254969,11-02-2022,25,211,2141,3,Delivered,COD
254970,11-02-2022,28,211,2142,9,Delivered,UPI
254971,11-02-2022,5,214,2151,2,Delivered,UPI
254972,11-02-2022,21,211,2142,6,Delivered,UPI
254973,11-02-2022,4,217,2164,2,Delivered,COD
254974,11-02-2022,28,211,2142,8,Delivered,COD
254975,11-02-2022,15,214,2154,2,Delivered,UPI
254976,11-02-2022,7,213,2150,5,Delivered,UPI
254977,11-02-2022,17,214,2155,8,Delivered,COD
254978,11-02-2022,4,211,2143,1,Delivered,UPI
254979,11-02-2022,4,217,2164,10,Delivered,COD
254980,11-02-2022,6,211,2144,6,Delivered,UPI
254981,11-02-2022,1,214,2154,1,Delivered,Card
254982,12-02-2022,25,214,2153,8,Delivered,UPI
254983,12-02-2022,5,217,2165,10,Cancelled,UPI
254984,12-02-2022,26,214,2153,8,Delivered,UPI
254985,12-02-2022,28,213,2149,2,Delivered,COD
254986,12-02-2022,10,213,2149,3,Delivered,UPI
254987,12-02-2022,25,211,2143,10,Delivered,Card
254988,12-02-2022,25,213,2150,4,Delivered,UPI
254989,12-02-2022,28,211,2142,3,Delivered,UPI
254990,12-02-2022,25,211,2142,1,Delivered,UPI
254991,12-02-2022,7,211,2142,2,Delivered,COD
254992,12-02-2022,12,211,2142,5,Delivered,UPI
254993,12-02-2022,17,212,2146,3,Delivered,UPI
254994,12-02-2022,25,214,2155,5,Delivered,Card
254995,12-02-2022,25,217,2166,5,Delivered,UPI
254996,12-02-2022,17,211,2143,5,Delivered,COD
254997,12-02-2022,29,211,2141,2,Delivered,UPI
254998,12-02-2022,15,211,2142,8,Delivered,Card
254999,12-02-2022,21,214,2151,2,Delivered,Card
255000,12-02-2022,21,211,2142,8,Delivered,UPI
255001,12-02-2022,13,211,2141,4,Delivered,COD
255002,12-02-2022,27,211,2142,9,Delivered,UPI
255003,12-02-2022,15,211,2142,2,Delivered,UPI
255004,12-02-2022,19,217,2165,9,Delivered,UPI
255005,12-02-2022,27,213,2149,5,Delivered,UPI
255006,12-02-2022,4,211,2142,9,Delivered,UPI
255007,12-02-2022,25,217,2164,1,Delivered,UPI
255008,12-02-2022,12,211,2141,3,Delivered,UPI
255009,13-02-2022,20,211,2142,9,Delivered,COD
255010,13-02-2022,2,212,2147,10,Delivered,COD
255011,13-02-2022,25,216,2163,3,Delivered,UPI
255012,13-02-2022,30,214,2152,7,Delivered,UPI
255013,13-02-2022,1,216,2160,5,Delivered,UPI
255014,13-02-2022,25,212,2147,7,Delivered,UPI
255015,13-02-2022,4,217,2165,6,Delivered,COD
255016,13-02-2022,21,213,2148,4,Delivered,UPI
255017,13-02-2022,6,211,2141,1,Delivered,UPI
255018,13-02-2022,5,212,2147,3,Delivered,Card
255019,13-02-2022,4,212,2146,9,Delivered,UPI
255020,13-02-2022,7,212,2145,10,Delivered,UPI
255021,13-02-2022,25,216,2161,9,Delivered,COD
255022,13-02-2022,25,211,2143,9,Delivered,UPI
255023,13-02-2022,2,213,2150,9,Delivered,UPI
255024,13-02-2022,23,217,2164,8,Delivered,COD
255025,13-02-2022,4,212,2145,9,Delivered,UPI
255026,13-02-2022,16,213,2150,6,Delivered,UPI
255027,13-02-2022,19,211,2141,6,Delivered,Card
255028,13-02-2022,27,212,2147,7,Delivered,UPI
255029,14-02-2022,6,213,2148,3,Delivered,Card
255030,14-02-2022,25,211,2142,8,Delivered,UPI
255031,14-02-2022,25,214,2154,3,Delivered,UPI
255032,14-02-2022,6,211,2141,1,Delivered,UPI
255033,14-02-2022,25,216,2163,10,Delivered,UPI
255034,14-02-2022,25,211,2142,8,Delivered,UPI
255035,14-02-2022,26,211,2142,6,Delivered,Card
255036,14-02-2022,4,212,2147,10,Delivered,COD
255037,14-02-2022,7,212,2145,3,Delivered,COD
255038,15-02-2022,5,212,2147,4,Delivered,COD
255039,15-02-2022,1,212,2145,7,Delivered,UPI
255040,15-02-2022,15,216,2163,5,Delivered,UPI
255041,15-02-2022,27,213,2150,8,Delivered,COD
255042,15-02-2022,3,214,2155,3,Delivered,COD
255043,15-02-2022,19,212,2147,1,Delivered,UPI
255044,15-02-2022,21,212,2147,7,Delivered,UPI
255045,15-02-2022,10,213,2150,7,Delivered,UPI
255046,15-02-2022,16,217,2165,3,Delivered,UPI
255047,15-02-2022,7,212,2147,9,Delivered,COD
255048,15-02-2022,11,212,2147,1,Delivered,COD
255049,15-02-2022,25,214,2155,8,Delivered,UPI
255050,15-02-2022,10,216,2160,1,Delivered,COD
255051,15-02-2022,4,212,2147,7,Delivered,COD
255052,15-02-2022,20,214,2155,8,Delivered,UPI
255053,15-02-2022,3,213,2150,7,Delivered,UPI
255054,15-02-2022,3,212,2147,8,Delivered,UPI
255055,15-02-2022,4,213,2148,6,Delivered,UPI
255056,15-02-2022,6,214,2154,5,Delivered,UPI
255057,15-02-2022,1,212,2147,3,Cancelled,COD
255058,15-02-2022,4,216,2163,1,Delivered,UPI
255059,15-02-2022,20,211,2142,8,Delivered,UPI
255060,15-02-2022,22,212,2145,2,Delivered,Card
255061,15-02-2022,1,211,2141,2,Cancelled,UPI
255062,15-02-2022,5,212,2145,4,Delivered,UPI
255063,15-02-2022,6,213,2148,6,Delivered,UPI
255064,15-02-2022,28,213,2148,9,Delivered,COD
255065,15-02-2022,4,213,2149,7,Delivered,COD
255066,15-02-2022,23,211,2143,8,Delivered,COD
255067,15-02-2022,21,217,2165,9,Delivered,COD
255068,15-02-2022,24,212,2147,3,Delivered,COD
255069,15-02-2022,20,216,2160,10,Delivered,UPI
255070,15-02-2022,1,216,2161,6,Delivered,COD
255071,15-02-2022,29,216,2160,1,Delivered,COD
255072,15-02-2022,15,213,2149,3,Delivered,Card
255073,15-02-2022,4,212,2147,8,Delivered,UPI
255074,15-02-2022,21,211,2141,2,Delivered,UPI
255075,15-02-2022,4,212,2147,6,Delivered,UPI
255076,15-02-2022,29,213,2148,8,Delivered,UPI
255077,15-02-2022,4,216,2163,8,Delivered,UPI
255078,15-02-2022,15,212,2147,2,Delivered,UPI
255079,15-02-2022,13,211,2141,8,Delivered,UPI
255080,15-02-2022,25,212,2147,3,Delivered,UPI
255081,15-02-2022,20,212,2145,4,Delivered,Card
255082,15-02-2022,25,211,2142,8,Delivered,COD
255083,15-02-2022,4,213,2148,1,Delivered,UPI
255084,15-02-2022,29,217,2164,1,Delivered,UPI
255085,15-02-2022,5,212,2146,8,Delivered,UPI
255086,15-02-2022,10,213,2149,3,Delivered,UPI
255087,16-02-2022,1,214,2154,2,Delivered,COD
255088,16-02-2022,7,212,2145,1,Delivered,UPI
255089,16-02-2022,25,212,2147,4,Cancelled,Card
255090,16-02-2022,5,214,2153,4,Delivered,UPI
255091,16-02-2022,22,211,2143,10,Delivered,UPI
255092,16-02-2022,28,214,2155,5,Delivered,UPI
255093,16-02-2022,19,217,2167,9,Delivered,UPI
255094,16-02-2022,25,211,2143,9,Delivered,UPI
255095,16-02-2022,4,211,2142,2,Cancelled,UPI
255096,16-02-2022,30,211,2142,8,Delivered,COD
255097,16-02-2022,2,211,2141,4,Delivered,COD
255098,16-02-2022,3,217,2164,5,Delivered,COD
255099,16-02-2022,25,217,2164,10,Delivered,COD
255100,16-02-2022,5,211,2142,4,Delivered,UPI
255101,16-02-2022,4,211,2141,10,Delivered,COD
255102,16-02-2022,25,211,2141,3,Delivered,COD
255103,16-02-2022,23,212,2147,8,Delivered,UPI
255104,16-02-2022,25,212,2145,1,Delivered,UPI
255105,16-02-2022,25,211,2142,7,Delivered,UPI
255106,16-02-2022,3,212,2145,1,Delivered,Card
255107,16-02-2022,6,213,2150,6,Delivered,UPI
255108,16-02-2022,4,212,2145,5,Delivered,Card
255109,16-02-2022,23,216,2160,2,Delivered,COD
255110,16-02-2022,4,212,2145,1,Delivered,Card
255111,16-02-2022,3,211,2143,8,Delivered,UPI
255112,16-02-2022,29,217,2166,2,Delivered,UPI
255113,16-02-2022,4,211,2142,6,Delivered,COD
255114,16-02-2022,5,211,2142,8,Delivered,UPI
255115,16-02-2022,18,216,2160,3,Delivered,UPI
255116,16-02-2022,28,212,2147,10,Delivered,UPI
255117,16-02-2022,30,212,2147,9,Delivered,UPI
255118,16-02-2022,6,214,2151,3,Delivered,UPI
255119,16-02-2022,21,214,2151,5,Delivered,COD
255120,16-02-2022,4,212,2147,6,Delivered,COD
255121,16-02-2022,7,212,2145,8,Delivered,UPI
255122,16-02-2022,10,216,2160,10,Delivered,UPI
255123,16-02-2022,8,214,2155,7,Delivered,UPI
255124,16-02-2022,25,216,2160,4,Delivered,COD
255125,16-02-2022,12,217,2164,6,Delivered,COD
255126,16-02-2022,11,212,2145,1,Delivered,COD
255127,16-02-2022,1,211,2142,1,Delivered,UPI
255128,17-02-2022,19,216,2163,8,Delivered,UPI
255129,17-02-2022,2,212,2147,9,Delivered,UPI
255130,17-02-2022,25,211,2142,5,Delivered,UPI
255131,17-02-2022,25,211,2143,7,Delivered,UPI
255132,17-02-2022,6,214,2152,6,Delivered,UPI
255133,17-02-2022,26,216,2160,5,Delivered,COD
255134,17-02-2022,6,213,2150,2,Delivered,UPI
255135,17-02-2022,12,211,2143,5,Delivered,COD
255136,17-02-2022,21,211,2144,5,Delivered,UPI
255137,17-02-2022,4,213,2150,4,Delivered,Card
255138,17-02-2022,11,211,2143,1,Delivered,UPI
255139,17-02-2022,29,216,2163,3,Delivered,UPI
255140,17-02-2022,4,212,2145,9,Delivered,UPI
255141,17-02-2022,9,214,2154,5,Delivered,UPI
255142,17-02-2022,8,212,2147,1,Delivered,UPI
255143,17-02-2022,12,211,2143,3,Delivered,Card
255144,17-02-2022,8,214,2151,6,Delivered,COD
255145,18-02-2022,25,212,2145,3,Delivered,COD
255146,18-02-2022,3,216,2160,8,Delivered,UPI
